"","...1","iso_code","region_group","income_group","country","survey","year","level","grade","category","sex","location","wealth","region","ethnicity","religion","language","disability","hh_edu_head","comp_prim_v2_m","comp_lowsec_v2_m","comp_upsec_v2_m","comp_prim_1524_m","comp_lowsec_1524_m","comp_upsec_2029_m","eduyears_2024_m","edu2_2024_m","edu4_2024_m","eduout_prim_m","eduout_lowsec_m","eduout_upsec_m","comp_prim_v2_no","comp_lowsec_v2_no","comp_upsec_v2_no","comp_prim_1524_no","comp_lowsec_1524_no","comp_upsec_2029_no","eduyears_2024_no","edu2_2024_no","edu4_2024_no","eduout_prim_no","eduout_lowsec_no","eduout_upsec_no","preschool_3_m","preschool_3_no","preschool_1ybefore_m","preschool_1ybefore_no","edu0_prim_m","edu0_prim_no","trans_prim_m","trans_prim_no","trans_lowsec_m","trans_lowsec_no","comp_higher_2yrs_2529_m","comp_higher_2yrs_2529_no","comp_higher_4yrs_2529_m","comp_higher_4yrs_2529_no","comp_higher_4yrs_3034_m","comp_higher_4yrs_3034_no","attend_higher_1822_m","attend_higher_1822_no","overage2plus_m","overage2plus_no","literacy_1524_m","literacy_1524_no","mlevel1_m","mlevel1_no","rlevel1_m","rlevel1_no","slevel1_m","slevel1_no","mlevel2_m","mlevel2_no","rlevel2_m","rlevel2_no","slevel2_m","slevel2_no","mlevel3_m","mlevel3_no","rlevel3_m","rlevel3_no","slevel3_m","slevel3_no","mlevel4_m","mlevel4_no","rlevel4_m","rlevel4_no","slevel4_m","slevel4_no"
"780",58573,"VEN","Latin America and the Caribbean","Not classified","Venezuela, B. R.","EHM",2011,NA,1,"Sex","Female",NA,NA,NA,NA,NA,NA,NA,NA,0.9539,0.8513,0.7492,NA,NA,NA,NA,NA,NA,0.0176,0.0403,0.1411,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"781",58574,"VEN","Latin America and the Caribbean","Not classified","Venezuela, B. R.","EHM",2012,NA,1,"Sex","Female",NA,NA,NA,NA,NA,NA,NA,NA,0.9553,0.806,0.7332,NA,NA,NA,NA,NA,NA,0.016,0.0385,0.1446,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"782",58575,"VEN","Latin America and the Caribbean","Not classified","Venezuela, B. R.","EHM",2013,NA,1,"Sex","Female",NA,NA,NA,NA,NA,NA,NA,NA,0.9589,0.8391,0.7564,NA,NA,NA,NA,NA,NA,0.0141,0.0405,0.1508,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"783",58576,"VEN","Latin America and the Caribbean","Not classified","Venezuela, B. R.","EHM",2014,NA,1,"Sex","Female",NA,NA,NA,NA,NA,NA,NA,NA,0.9527,0.8517,0.7612,NA,NA,NA,NA,NA,NA,0.0137,0.042,0.1734,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"784",58577,"VNM","Eastern and South-eastern Asia","Lower middle income","Viet Nam","Census",2009,NA,1,"Sex","Female",NA,NA,NA,NA,NA,NA,NA,NA,0.9609,0.7945,0.3634,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"785",58578,"ZAF","Sub-Saharan Africa","Upper middle income","South Africa","CS",2011,NA,1,"Sex","Female",NA,NA,NA,NA,NA,NA,NA,NA,0.9479,0.8788,0.5239,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"786",58579,"ZAF","Sub-Saharan Africa","Upper middle income","South Africa","DHS",2016,NA,1,"Sex","Female",NA,NA,NA,NA,NA,NA,NA,NA,0.9779,0.9049,0.518,NA,NA,NA,NA,NA,NA,0.0087,0.0443,0.2305,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"787",58580,"ZMB","Sub-Saharan Africa","Lower middle income","Zambia","Census",2010,NA,1,"Sex","Female",NA,NA,NA,NA,NA,NA,NA,NA,0.693,0.454,0.2629,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"788",58581,"ZMB","Sub-Saharan Africa","Lower middle income","Zambia","DHS",2018,NA,1,"Sex","Female",NA,NA,NA,NA,NA,NA,NA,NA,0.7313,0.4835,0.265,NA,NA,NA,NA,NA,NA,0.1323,0.2803,0.6161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"789",58582,"ZWE","Sub-Saharan Africa","Lower middle income","Zimbabwe","MICS",2019,NA,1,"Sex","Female",NA,NA,NA,NA,NA,NA,NA,NA,0.9162,0.5436,0.1172,0.9412,0.7741,0.0346,14.3559,NA,0.0121,0.0896,0.1644,0.5548,1332,1288,990,3934,3934,3173,1810,NA,1810,4479,1061,1819,0.9541,485,0.7439,564,0.0092,2295,NA,NA,NA,NA,0.0921,1523,0.0649,1523,0.0815,1621,0.0029,10502,NA,4391,0.8885,4034,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"790",58583,"ALB","Europe and Northern America","Upper middle income","Albania","DHS",2017,NA,1,"Sex","Male",NA,NA,NA,NA,NA,NA,NA,NA,0.942,0.9328,0.7894,0.9755,0.9012,0.7583,14.7891,NA,0.0143,0.0391,0.0456,0.2206,1181,1132,1111,3672,3672,3616,1828,NA,1828,1668,1631,1128,NA,NA,NA,NA,0.0306,1446,NA,NA,NA,NA,0.7027,1793,0.6329,1793,0.5673,1545,0.0209,26765,0.2941,4286,0.9956,3423,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"791",58584,"ARG","Latin America and the Caribbean","Upper middle income","Argentina","Census",2010,NA,1,"Sex","Male",NA,NA,NA,NA,NA,NA,NA,NA,0.9109,0.7002,0.4943,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"792",58585,"BEN","Sub-Saharan Africa","Lower middle income","Benin","DHS",2018,NA,1,"Sex","Male",NA,NA,NA,NA,NA,NA,NA,NA,0.5092,0.2492,0.1208,NA,NA,NA,NA,NA,NA,0.2845,0.3634,0.5003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"793",58586,"BGD","Central and Southern Asia","Lower middle income","Bangladesh","MICS",2019,NA,1,"Sex","Male",NA,NA,NA,NA,NA,NA,NA,NA,0.763,0.5916,0.3157,NA,NA,NA,9.7078,NA,NA,0.1679,0.1816,0.3656,NA,NA,NA,NA,NA,NA,NA,NA,NA,13118,8550,10975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"794",58587,"BOL","Latin America and the Caribbean","Lower middle income","Bolivia","ECH",2000,NA,1,"Sex","Male",NA,NA,NA,NA,NA,NA,NA,NA,0.7779,0.7616,0.4657,NA,NA,NA,NA,NA,NA,0.0726,0.0684,0.2374,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"795",58588,"BOL","Latin America and the Caribbean","Lower middle income","Bolivia","ECH",2001,NA,1,"Sex","Male",NA,NA,NA,NA,NA,NA,NA,NA,0.7978,0.7282,0.5678,NA,NA,NA,NA,NA,NA,0.0729,0.0472,0.2164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"796",58589,"BOL","Latin America and the Caribbean","Lower middle income","Bolivia","EH",2002,NA,1,"Sex","Male",NA,NA,NA,NA,NA,NA,NA,NA,0.8047,0.7134,0.4838,NA,NA,NA,NA,NA,NA,0.0686,0.0545,0.201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"797",58590,"BOL","Latin America and the Caribbean","Lower middle income","Bolivia","ECH",2004,NA,1,"Sex","Male",NA,NA,NA,NA,NA,NA,NA,NA,0.8914,0.8049,0.5601,NA,NA,NA,NA,NA,NA,0.0591,0.0554,0.1643,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"798",58591,"BOL","Latin America and the Caribbean","Lower middle income","Bolivia","ECH",2005,NA,1,"Sex","Male",NA,NA,NA,NA,NA,NA,NA,NA,0.8923,0.8539,0.6199,NA,NA,NA,NA,NA,NA,0.0413,0.0313,0.1422,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"799",58592,"BOL","Latin America and the Caribbean","Lower middle income","Bolivia","ECH",2006,NA,1,"Sex","Male",NA,NA,NA,NA,NA,NA,NA,NA,0.872,0.8177,0.5763,NA,NA,NA,NA,NA,NA,0.036,0.04,0.1518,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"800",58593,"BOL","Latin America and the Caribbean","Lower middle income","Bolivia","ECH",2007,NA,1,"Sex","Male",NA,NA,NA,NA,NA,NA,NA,NA,0.9203,0.8789,0.66,NA,NA,NA,NA,NA,NA,0.0191,0.0328,0.1326,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"801",58594,"BOL","Latin America and the Caribbean","Lower middle income","Bolivia","ECH",2009,NA,1,"Sex","Male",NA,NA,NA,NA,NA,NA,NA,NA,0.9364,0.8794,0.6681,NA,NA,NA,NA,NA,NA,0.0225,0.0377,0.1005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"802",58595,"BOL","Latin America and the Caribbean","Lower middle income","Bolivia","ECH",2011,NA,1,"Sex","Male",NA,NA,NA,NA,NA,NA,NA,NA,0.941,0.8725,0.674,NA,NA,NA,NA,NA,NA,0.0293,0.0409,0.1467,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"803",58596,"BOL","Latin America and the Caribbean","Lower middle income","Bolivia","ECH",2012,NA,1,"Sex","Male",NA,NA,NA,NA,NA,NA,NA,NA,0.9306,0.8806,0.676,NA,NA,NA,NA,NA,NA,0.0248,0.0227,0.1065,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"804",58597,"BOL","Latin America and the Caribbean","Lower middle income","Bolivia","ECH",2013,NA,1,"Sex","Male",NA,NA,NA,NA,NA,NA,NA,NA,0.9546,0.8828,0.7637,NA,NA,NA,NA,NA,NA,0.0312,0.0468,0.112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"805",58598,"BOL","Latin America and the Caribbean","Lower middle income","Bolivia","ECH",2014,NA,1,"Sex","Male",NA,NA,NA,NA,NA,NA,NA,NA,0.9358,0.8633,0.6833,NA,NA,NA,NA,NA,NA,0.0333,0.0387,0.1623,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"806",58599,"BOL","Latin America and the Caribbean","Lower middle income","Bolivia","ECH",2015,NA,1,"Sex","Male",NA,NA,NA,NA,NA,NA,NA,NA,0.9642,0.89,0.7155,NA,NA,NA,NA,NA,NA,0.0376,0.0526,0.1467,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"807",58600,"BOL","Latin America and the Caribbean","Lower middle income","Bolivia","ECH",2016,NA,1,"Sex","Male",NA,NA,NA,NA,NA,NA,NA,NA,0.969,0.9007,0.7648,NA,NA,NA,NA,NA,NA,0.0265,0.0284,0.0966,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"808",58601,"BOL","Latin America and the Caribbean","Lower middle income","Bolivia","ECH",2017,NA,1,"Sex","Male",NA,NA,NA,NA,NA,NA,NA,NA,0.9749,0.9082,0.7605,NA,NA,NA,NA,NA,NA,0.0222,0.0154,0.0625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"809",58602,"BOL","Latin America and the Caribbean","Lower middle income","Bolivia","ECH",2018,NA,1,"Sex","Male",NA,NA,NA,NA,NA,NA,NA,NA,0.9694,0.9242,0.7501,NA,NA,NA,NA,NA,NA,0.012,0.0216,0.068,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"810",58603,"BRA","Latin America and the Caribbean","Upper middle income","Brazil","PNAD",2001,NA,1,"Sex","Male",NA,NA,NA,NA,NA,NA,NA,NA,0.8736,0.6268,0.3965,NA,NA,NA,NA,NA,NA,0.0533,0.0446,0.1789,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"811",58604,"BRA","Latin America and the Caribbean","Upper middle income","Brazil","PNAD",2002,NA,1,"Sex","Male",NA,NA,NA,NA,NA,NA,NA,NA,0.8866,0.6497,0.4264,NA,NA,NA,NA,NA,NA,0.0508,0.04,0.1869,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"812",58605,"BRA","Latin America and the Caribbean","Upper middle income","Brazil","PNAD",2003,NA,1,"Sex","Male",NA,NA,NA,NA,NA,NA,NA,NA,0.9001,0.6886,0.4581,NA,NA,NA,NA,NA,NA,0.0488,0.0333,0.1802,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"813",58606,"BRA","Latin America and the Caribbean","Upper middle income","Brazil","PNAD",2004,NA,1,"Sex","Male",NA,NA,NA,NA,NA,NA,NA,NA,0.9074,0.7044,0.4799,NA,NA,NA,NA,NA,NA,0.0463,0.0387,0.1872,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"814",58607,"BRA","Latin America and the Caribbean","Upper middle income","Brazil","PNAD",2018,NA,1,"Sex","Male",NA,NA,NA,NA,NA,NA,NA,NA,0.9394,0.8227,0.6218,NA,NA,NA,NA,NA,NA,0.0075,0.0115,0.1212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"815",58608,"CHL","Latin America and the Caribbean","High income","Chile","Census",2002,NA,1,"Sex","Male",NA,NA,NA,NA,NA,NA,NA,NA,0.9373,0.9107,0.6505,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"816",58609,"CHL","Latin America and the Caribbean","High income","Chile","CASEN",2003,NA,1,"Sex","Male",NA,NA,NA,NA,NA,NA,NA,NA,0.9593,0.928,0.7101,NA,NA,NA,NA,NA,NA,0.0099,0.0135,0.0717,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"817",58610,"CHL","Latin America and the Caribbean","High income","Chile","CASEN",2006,NA,1,"Sex","Male",NA,NA,NA,NA,NA,NA,NA,NA,0.9541,0.9252,0.7806,NA,NA,NA,NA,NA,NA,0.0106,0.0113,0.0775,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"818",58611,"CHL","Latin America and the Caribbean","High income","Chile","CASEN",2009,NA,1,"Sex","Male",NA,NA,NA,NA,NA,NA,NA,NA,0.959,0.9314,0.7934,NA,NA,NA,NA,NA,NA,0.0092,0.011,0.0687,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"819",58612,"CHL","Latin America and the Caribbean","High income","Chile","CASEN",2017,NA,1,"Sex","Male",NA,NA,NA,NA,NA,NA,NA,NA,0.9569,0.9484,0.8327,NA,NA,NA,NA,NA,NA,0.0154,0.0038,0.0335,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"820",58613,"CMR","Sub-Saharan Africa","Lower middle income","Cameroon","Census",2005,NA,1,"Sex","Male",NA,NA,NA,NA,NA,NA,NA,NA,0.7225,0.4206,0.333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"821",58614,"COG","Sub-Saharan Africa","Lower middle income","Congo","MICS",2015,NA,1,"Sex","Male",NA,NA,NA,NA,NA,NA,NA,NA,0.7842,0.5687,0.2791,NA,NA,NA,NA,NA,NA,0.0335,0.0597,0.2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"822",58615,"COL","Latin America and the Caribbean","Upper middle income","Colombia","ENH-FT",2002,NA,1,"Sex","Male",NA,NA,NA,NA,NA,NA,NA,NA,0.7992,0.5634,0.5114,NA,NA,NA,NA,NA,NA,0.0617,0.1101,0.2935,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
